Estacion,Dia_Semana,Hora_Dia,Clima,Torniquetes_Activos,Retraso_Operativo_Min,Pasajeros_Hora,Tiempo_Espera_Min,Nivel_Congestion
Lago,Jueves,8,Soleado,2,0,1642,7.5,Alta
Sevilla,Sabado,20,Tormenta,10,5,725,10.9,Alta
Goya,Jueves,11,Tormenta,7,0,353,6.1,Media
Atocha,Sabado,5,Nublado,7,0,593,2.2,Baja
Opera,Jueves,14,Soleado,2,0,248,3.0,Baja
Atocha,Martes,7,Soleado,9,10,1510,12.3,Alta
Atocha,Viernes,6,Tormenta,4,5,327,11.0,Alta
Principe de Vergara,Sabado,5,Nublado,7,0,342,4.0,Baja
Sol,Jueves,14,Nublado,2,0,750,2.6,Media
Sevilla,Martes,16,Lluvia,8,0,146,5.1,Media
Gran Via,Viernes,17,Soleado,4,0,1596,8.0,Alta
Lago,Jueves,15,Lluvia,4,10,629,15.3,Alta
Lago,Domingo,18,Tormenta,3,5,400,9.5,Media
Retiro,Martes,23,Tormenta,5,0,251,4.8,Baja
Atocha,Sabado,13,Lluvia,9,0,378,4.0,Baja
Principe Pio,Lunes,17,Tormenta,10,10,949,14.1,Alta
Goya,Jueves,7,Tormenta,7,0,1541,6.1,Alta
Goya,Domingo,17,Soleado,3,0,385,2.5,Baja
Tribunal,Martes,6,Nublado,9,0,352,2.6,Baja
Principe Pio,Domingo,12,Soleado,5,5,364,8.2,Media
Principe de Vergara,Martes,22,Tormenta,3,0,281,4.7,Baja
Sol,Miercoles,7,Tormenta,5,0,1735,6.3,Alta
Bilbao,Lunes,15,Soleado,3,0,595,4.6,Baja
Tribunal,Sabado,21,Tormenta,9,5,597,13.3,Alta
Sevilla,Martes,9,Soleado,7,0,1546,3.2,Alta
Retiro,Martes,17,Tormenta,4,0,1798,10.3,Alta
Alonso Martinez,Martes,18,Soleado,8,0,781,2.5,Media
Lago,Jueves,10,Nublado,10,0,343,4.9,Baja
Callao,Lunes,8,Nublado,3,10,1320,16.1,Alta
Sol,Sabado,21,Lluvia,10,10,724,16.0,Alta
Sevilla,Miercoles,17,Lluvia,8,0,1086,6.0,Media
Anton Martin,Jueves,11,Nublado,6,0,385,3.6,Baja
Anton Martin,Viernes,9,Soleado,4,0,1765,8.4,Alta
Noviciado,Sabado,10,Tormenta,10,10,462,16.4,Alta
Alonso Martinez,Domingo,19,Lluvia,7,0,548,5.9,Media
Alonso Martinez,Martes,15,Nublado,2,0,759,2.4,Media
Goya,Sabado,23,Nublado,3,0,195,2.2,Baja
Plaza de Espana,Domingo,12,Lluvia,2,0,202,6.7,Media
Opera,Lunes,14,Tormenta,6,0,347,5.4,Media
Goya,Miercoles,13,Soleado,6,0,493,2.9,Baja
Alonso Martinez,Lunes,18,Soleado,6,0,901,2.5,Media
Lago,Lunes,12,Soleado,4,0,562,3.0,Baja
Noviciado,Lunes,12,Soleado,10,0,460,2.6,Baja
Goya,Domingo,5,Lluvia,7,5,553,12.3,Alta
Opera,Domingo,18,Tormenta,8,0,608,4.7,Media
Principe Pio,Viernes,18,Lluvia,2,0,1509,6.3,Alta
Anton Martin,Miercoles,21,Lluvia,5,0,529,8.0,Media
Gran Via,Martes,12,Tormenta,10,0,366,6.3,Media
Retiro,Sabado,18,Soleado,6,0,437,2.2,Baja
Noviciado,Viernes,16,Lluvia,5,0,632,7.4,Media
Alonso Martinez,Jueves,20,Soleado,4,0,410,3.4,Baja
Gran Via,Lunes,13,Soleado,7,0,458,2.8,Baja
Gran Via,Lunes,13,Lluvia,6,0,431,5.9,Media
Bilbao,Viernes,20,Tormenta,10,0,562,6.5,Media
Atocha,Jueves,19,Soleado,6,0,1236,2.7,Alta
Noviciado,Lunes,23,Tormenta,5,0,479,6.5,Media
Sevilla,Miercoles,13,Lluvia,4,0,204,5.8,Media
Sevilla,Martes,9,Nublado,4,0,1424,7.8,Alta
Banco de Espana,Viernes,11,Nublado,8,0,579,2.5,Baja
Callao,Lunes,21,Tormenta,5,0,509,5.2,Media
Lago,Miercoles,18,Tormenta,8,20,1696,27.1,Alta
Embajadores,Domingo,6,Soleado,6,0,691,4.0,Media
Plaza de Espana,Domingo,17,Lluvia,6,0,728,5.0,Media
Sevilla,Lunes,20,Nublado,5,0,495,4.0,Baja
Goya,Martes,7,Soleado,8,5,1157,9.7,Media
Lago,Viernes,7,Lluvia,10,0,890,6.4,Media
Plaza de Espana,Viernes,12,Soleado,8,5,374,9.5,Media
Principe Pio,Martes,23,Tormenta,7,5,564,10.5,Alta
Banco de Espana,Sabado,6,Nublado,5,0,134,2.6,Baja
Lago,Lunes,21,Soleado,5,0,470,3.6,Baja
Bilbao,Lunes,18,Soleado,6,0,1280,2.3,Alta
Anton Martin,Domingo,6,Tormenta,4,0,409,5.5,Media
Principe de Vergara,Sabado,5,Tormenta,7,0,275,6.8,Media
Sol,Martes,7,Soleado,5,5,1618,9.1,Alta
Callao,Lunes,23,Soleado,2,0,421,2.3,Baja
Opera,Viernes,8,Tormenta,3,0,1704,10.5,Alta
Banco de Espana,Viernes,11,Lluvia,5,0,470,4.7,Baja
Opera,Miercoles,18,Nublado,7,0,1700,2.1,Alta
Opera,Jueves,13,Lluvia,3,0,144,4.0,Baja
Anton Martin,Martes,18,Soleado,6,0,1908,3.4,Alta
Atocha,Lunes,12,Tormenta,10,10,493,16.4,Alta
Tribunal,Martes,11,Tormenta,6,0,541,6.1,Media
Sol,Domingo,5,Soleado,9,0,473,4.1,Baja
Embajadores,Lunes,17,Tormenta,10,0,954,6.8,Media
Quevedo,Martes,22,Lluvia,8,0,279,6.7,Media
Opera,Domingo,13,Soleado,5,0,613,4.2,Media
Sevilla,Jueves,7,Lluvia,9,0,1664,6.9,Alta
Sevilla,Viernes,20,Lluvia,9,0,458,6.2,Media
Tribunal,Domingo,11,Soleado,7,5,584,7.9,Media
Principe Pio,Lunes,12,Nublado,8,0,599,4.3,Baja
Noviciado,Jueves,11,Lluvia,6,0,508,8.4,Media
Atocha,Viernes,22,Soleado,6,0,582,2.2,Baja
Bilbao,Domingo,7,Nublado,4,0,312,2.9,Baja
Atocha,Jueves,15,Soleado,8,0,458,2.7,Baja
Goya,Viernes,19,Tormenta,7,0,1226,4.7,Alta
Goya,Viernes,22,Tormenta,3,0,583,6.4,Media
Tribunal,Martes,15,Soleado,10,0,493,3.6,Baja
Noviciado,Domingo,22,Soleado,6,0,607,2.6,Media
Principe de Vergara,Martes,6,Lluvia,9,0,407,7.2,Media
Retiro,Miercoles,8,Soleado,3,0,1518,5.6,Alta
Principe de Vergara,Lunes,16,Nublado,10,20,496,22.0,Alta
Banco de Espana,Viernes,14,Nublado,9,0,702,2.4,Media
Opera,Viernes,5,Tormenta,9,0,456,3.9,Baja
Principe Pio,Lunes,13,Nublado,3,0,454,3.7,Baja
Tribunal,Jueves,10,Lluvia,8,0,549,6.0,Media
Sol,Sabado,11,Tormenta,3,0,591,8.0,Media
Atocha,Lunes,13,Nublado,7,0,292,4.6,Baja
Opera,Martes,5,Lluvia,5,10,467,15.4,Alta
Principe de Vergara,Domingo,14,Nublado,7,5,318,9.0,Media
Retiro,Domingo,23,Nublado,7,0,229,3.2,Baja
Retiro,Domingo,19,Lluvia,2,0,350,6.2,Media
Sevilla,Domingo,5,Soleado,4,0,364,2.2,Baja
Sol,Martes,17,Nublado,8,0,1453,4.3,Alta
Principe de Vergara,Sabado,14,Lluvia,6,0,370,7.7,Media
Anton Martin,Domingo,17,Nublado,3,0,713,3.9,Media
Tribunal,Jueves,10,Tormenta,3,0,392,4.6,Baja
Sevilla,Miercoles,22,Tormenta,7,0,327,7.0,Media
Banco de Espana,Martes,22,Nublado,5,0,338,2.9,Baja
Opera,Lunes,11,Soleado,6,0,543,3.5,Baja
Anton Martin,Jueves,8,Nublado,10,0,1632,2.7,Alta
Bilbao,Martes,14,Soleado,5,0,596,4.9,Baja
Anton Martin,Lunes,19,Nublado,10,0,1210,4.8,Alta
Principe Pio,Jueves,17,Soleado,5,0,1856,2.7,Alta
Plaza de Espana,Sabado,19,Lluvia,3,0,240,5.8,Media
Retiro,Jueves,18,Tormenta,7,0,1774,6.2,Alta
Principe Pio,Viernes,13,Nublado,8,0,641,3.8,Media
Plaza de Espana,Domingo,10,Lluvia,8,0,267,6.9,Media
Tribunal,Martes,12,Lluvia,3,0,445,6.1,Media
Principe de Vergara,Lunes,13,Soleado,5,0,297,2.4,Baja
Callao,Lunes,16,Nublado,6,0,552,2.4,Baja
Alonso Martinez,Lunes,5,Nublado,4,0,258,3.5,Baja
Plaza de Espana,Jueves,6,Tormenta,5,0,213,6.4,Media
Bilbao,Miercoles,20,Tormenta,3,0,429,7.4,Media
Principe de Vergara,Martes,16,Lluvia,4,5,617,11.5,Alta
Banco de Espana,Miercoles,11,Lluvia,7,0,416,4.1,Baja
Goya,Miercoles,7,Soleado,8,0,699,3.1,Media
Sevilla,Domingo,12,Lluvia,3,0,536,6.5,Media
Alonso Martinez,Martes,22,Tormenta,7,0,358,5.4,Media
Retiro,Miercoles,7,Nublado,2,0,996,5.2,Media
Gran Via,Martes,20,Tormenta,9,0,684,5.5,Media
Principe de Vergara,Jueves,17,Lluvia,5,5,1597,11.0,Alta
Principe de Vergara,Viernes,11,Lluvia,6,0,461,7.0,Media
Principe Pio,Martes,5,Soleado,6,0,201,3.1,Baja
Sol,Jueves,16,Tormenta,10,0,571,7.4,Media
Plaza de Espana,Domingo,11,Nublado,6,0,679,2.5,Media
Alonso Martinez,Martes,20,Tormenta,5,5,433,9.8,Media
Anton Martin,Domingo,21,Nublado,3,0,734,4.4,Media
Noviciado,Jueves,13,Soleado,3,0,617,2.9,Media
Atocha,Jueves,6,Soleado,2,0,666,4.7,Media
Goya,Domingo,16,Soleado,8,0,335,3.0,Baja
Quevedo,Martes,11,Nublado,4,0,389,3.9,Baja
Principe de Vergara,Viernes,21,Soleado,4,0,167,5.0,Baja
Bilbao,Domingo,18,Soleado,3,0,306,4.0,Baja
Sol,Jueves,17,Nublado,8,0,920,2.1,Media
Opera,Miercoles,17,Nublado,7,0,1686,4.7,Alta
Plaza de Espana,Miercoles,19,Nublado,4,0,1739,4.8,Alta
Embajadores,Domingo,10,Nublado,8,0,309,3.3,Baja
Tribunal,Viernes,11,Tormenta,3,0,427,4.3,Baja
Goya,Miercoles,20,Soleado,6,0,692,3.7,Media
Callao,Lunes,16,Soleado,7,0,531,4.8,Baja
Sol,Sabado,5,Soleado,5,0,740,2.4,Media
Tribunal,Lunes,11,Nublado,5,0,423,3.2,Baja
Sevilla,Miercoles,12,Soleado,9,0,766,3.7,Media
Tribunal,Lunes,20,Tormenta,5,0,527,7.3,Media
Alonso Martinez,Domingo,7,Tormenta,5,5,225,8.8,Media
Sevilla,Domingo,8,Tormenta,7,0,503,7.3,Media
Alonso Martinez,Jueves,18,Nublado,5,0,1222,2.2,Alta
Sol,Lunes,20,Lluvia,8,0,598,4.6,Baja
Alonso Martinez,Viernes,21,Soleado,6,10,523,14.8,Alta
Goya,Viernes,8,Soleado,2,0,1129,6.2,Media
Opera,Lunes,8,Tormenta,6,0,1749,4.3,Alta
Atocha,Lunes,10,Lluvia,5,5,347,13.1,Alta
Atocha,Jueves,13,Lluvia,6,0,384,6.7,Media
Tribunal,Jueves,14,Soleado,10,0,173,2.1,Baja
Noviciado,Sabado,22,Tormenta,10,0,326,6.4,Media
Noviciado,Miercoles,16,Nublado,6,0,463,2.9,Baja
Goya,Lunes,13,Lluvia,4,0,200,5.8,Media
Opera,Martes,17,Nublado,5,5,1547,8.5,Alta
Noviciado,Lunes,15,Nublado,4,0,758,2.9,Media
Atocha,Jueves,14,Soleado,5,5,354,8.5,Media
Lago,Sabado,13,Lluvia,8,5,728,11.3,Alta
Sol,Jueves,6,Lluvia,8,0,427,6.6,Media
Gran Via,Martes,14,Nublado,8,0,247,3.0,Baja
Gran Via,Sabado,18,Tormenta,9,0,443,3.3,Baja
Principe de Vergara,Domingo,22,Tormenta,7,20,224,27.7,Alta
Retiro,Viernes,20,Soleado,10,0,429,2.9,Baja
Alonso Martinez,Jueves,11,Soleado,3,0,570,4.7,Baja
Opera,Martes,6,Tormenta,4,0,461,5.4,Media
Sevilla,Miercoles,19,Tormenta,2,5,1283,15.0,Alta
Atocha,Martes,19,Soleado,7,0,1264,3.3,Alta
Anton Martin,Sabado,21,Lluvia,9,5,405,9.8,Media
Callao,Sabado,9,Tormenta,3,0,548,4.0,Baja
Sol,Jueves,20,Nublado,10,0,705,4.6,Media
Sol,Miercoles,8,Nublado,7,0,839,3.7,Media
Quevedo,Sabado,13,Soleado,5,0,495,4.8,Baja
Sol,Viernes,8,Soleado,9,0,1407,4.4,Alta
Embajadores,Lunes,14,Soleado,4,0,307,3.0,Baja
Embajadores,Miercoles,16,Tormenta,7,0,255,6.0,Media
Principe de Vergara,Martes,15,Soleado,5,0,282,4.6,Baja
Goya,Martes,13,Lluvia,3,0,338,7.2,Media
Lago,Miercoles,10,Tormenta,9,0,411,5.2,Media
Embajadores,Martes,16,Tormenta,10,0,514,6.2,Media
Principe de Vergara,Lunes,7,Soleado,9,0,1528,3.3,Alta
Lago,Viernes,13,Soleado,2,0,397,2.7,Baja
Lago,Domingo,8,Soleado,7,0,311,3.4,Baja
Principe de Vergara,Lunes,22,Nublado,4,0,546,3.4,Baja
Atocha,Martes,8,Lluvia,10,0,1263,7.3,Alta
Anton Martin,Martes,9,Lluvia,3,0,1629,11.4,Alta
Goya,Martes,23,Tormenta,2,0,498,4.8,Baja
Bilbao,Sabado,23,Soleado,10,0,598,2.3,Baja
Quevedo,Sabado,23,Lluvia,9,0,406,8.9,Media
Quevedo,Sabado,16,Soleado,5,0,654,4.3,Media
Atocha,Lunes,18,Soleado,6,0,1049,2.1,Media
Retiro,Viernes,15,Lluvia,6,0,412,5.2,Media
Sol,Sabado,6,Soleado,10,0,421,4.1,Baja
Opera,Domingo,20,Tormenta,3,0,669,6.4,Media
Sevilla,Domingo,5,Nublado,3,0,709,3.7,Media
Bilbao,Lunes,6,Tormenta,4,0,465,7.8,Media
Goya,Miercoles,14,Lluvia,4,0,653,6.5,Media
Lago,Jueves,16,Lluvia,9,0,530,8.0,Media
Gran Via,Sabado,8,Soleado,8,0,652,3.4,Media
Alonso Martinez,Miercoles,12,Tormenta,4,0,600,4.7,Baja
Gran Via,Miercoles,15,Nublado,3,0,366,3.6,Baja
Sevilla,Sabado,13,Lluvia,2,0,409,4.7,Baja
Anton Martin,Viernes,16,Soleado,9,0,432,2.1,Baja
Quevedo,Lunes,15,Soleado,7,0,397,3.4,Baja
Principe de Vergara,Martes,11,Soleado,4,0,510,3.4,Baja
Embajadores,Viernes,17,Nublado,10,0,1400,2.3,Alta
Gran Via,Sabado,22,Lluvia,9,0,209,4.1,Baja
Alonso Martinez,Viernes,11,Soleado,2,0,645,3.1,Media
Atocha,Sabado,22,Lluvia,7,0,319,7.0,Media
Tribunal,Sabado,22,Nublado,5,0,276,2.1,Baja
Sevilla,Martes,14,Soleado,6,0,591,4.0,Baja
Callao,Sabado,20,Soleado,8,0,525,4.9,Baja
Retiro,Miercoles,9,Tormenta,7,10,1608,15.9,Alta
Principe de Vergara,Martes,21,Nublado,9,0,497,4.9,Baja
Embajadores,Lunes,8,Soleado,10,0,1584,2.6,Alta
Tribunal,Domingo,13,Lluvia,3,0,544,6.2,Media
Sevilla,Martes,15,Soleado,3,0,528,2.5,Baja
Sol,Sabado,8,Soleado,7,0,609,4.7,Media
Sevilla,Lunes,21,Tormenta,6,0,214,7.2,Media
Noviciado,Sabado,9,Soleado,5,0,379,3.4,Baja
Alonso Martinez,Domingo,22,Soleado,6,0,401,3.0,Baja
Retiro,Miercoles,17,Lluvia,4,0,1290,9.7,Alta
Quevedo,Lunes,16,Soleado,7,0,414,3.9,Baja
Noviciado,Domingo,7,Lluvia,6,0,322,3.8,Baja
Bilbao,Martes,8,Soleado,3,0,949,8.7,Media
Sevilla,Miercoles,5,Soleado,6,0,454,4.0,Baja
Anton Martin,Martes,11,Tormenta,8,0,765,4.1,Media
Bilbao,Jueves,14,Tormenta,2,0,615,7.9,Media
Bilbao,Domingo,22,Nublado,4,0,366,3.0,Baja
Noviciado,Martes,13,Soleado,5,0,449,4.1,Baja
Opera,Viernes,20,Lluvia,5,0,247,5.4,Media
Goya,Sabado,16,Soleado,9,0,405,2.4,Baja
Sol,Martes,5,Nublado,3,0,251,2.0,Baja
Opera,Jueves,10,Lluvia,5,0,388,6.7,Media
Opera,Jueves,6,Tormenta,5,0,545,6.2,Media
Alonso Martinez,Miercoles,15,Soleado,9,0,603,3.6,Media
Sevilla,Viernes,9,Lluvia,3,0,1346,11.4,Alta
Noviciado,Miercoles,6,Lluvia,6,0,420,7.3,Media
Retiro,Martes,8,Nublado,7,0,1234,4.3,Alta
Principe de Vergara,Jueves,14,Tormenta,3,0,291,3.7,Baja
Lago,Domingo,13,Nublado,4,0,387,3.4,Baja
Alonso Martinez,Miercoles,6,Nublado,4,0,687,4.3,Media
Tribunal,Miercoles,11,Tormenta,6,0,542,6.8,Media
Noviciado,Viernes,6,Soleado,3,0,479,3.1,Baja
Principe de Vergara,Miercoles,17,Tormenta,2,0,725,5.8,Media
Plaza de Espana,Jueves,22,Tormenta,4,0,292,5.1,Media
Banco de Espana,Lunes,11,Nublado,3,0,456,4.7,Baja
Noviciado,Martes,15,Tormenta,4,0,649,6.8,Media
Opera,Viernes,9,Tormenta,2,0,1505,7.0,Alta
Tribunal,Jueves,18,Nublado,5,0,1305,4.5,Alta
Tribunal,Jueves,9,Lluvia,10,0,1343,7.6,Alta
Quevedo,Viernes,5,Soleado,6,0,474,4.2,Baja
Sol,Miercoles,21,Tormenta,8,0,514,5.3,Media
Sevilla,Lunes,13,Lluvia,4,20,327,24.9,Alta
Goya,Jueves,10,Tormenta,10,10,404,16.3,Alta
Quevedo,Jueves,8,Soleado,9,5,1170,8.5,Media
Goya,Jueves,12,Soleado,9,0,624,3.0,Media
Embajadores,Martes,19,Tormenta,8,0,1744,8.0,Alta
Banco de Espana,Martes,9,Tormenta,10,0,1140,3.6,Media
Retiro,Lunes,12,Nublado,5,0,561,3.2,Baja
Alonso Martinez,Martes,18,Nublado,10,20,1462,22.9,Alta
Gran Via,Jueves,7,Tormenta,4,0,811,11.7,Alta
Banco de Espana,Viernes,21,Nublado,7,5,586,8.6,Media
Banco de Espana,Lunes,5,Nublado,7,0,436,2.8,Baja
Alonso Martinez,Lunes,22,Nublado,4,0,457,2.5,Baja
Principe Pio,Domingo,14,Lluvia,5,0,118,5.3,Media
Callao,Sabado,14,Lluvia,10,0,621,5.7,Media
Atocha,Sabado,23,Nublado,10,0,385,2.2,Baja
Noviciado,Miercoles,18,Nublado,3,0,1236,9.8,Alta
Tribunal,Domingo,5,Lluvia,4,0,274,4.6,Baja
Noviciado,Sabado,5,Tormenta,5,0,448,4.5,Baja
Sol,Miercoles,18,Soleado,7,0,960,3.9,Media
Lago,Jueves,22,Nublado,2,0,310,3.2,Baja
Atocha,Jueves,10,Tormenta,7,0,378,5.3,Media
Sol,Jueves,20,Tormenta,7,0,401,6.9,Media
Anton Martin,Domingo,18,Soleado,2,0,602,4.8,Media
Anton Martin,Viernes,16,Lluvia,10,0,225,4.2,Baja
Principe de Vergara,Sabado,7,Lluvia,8,0,244,7.2,Media
Lago,Viernes,6,Soleado,7,0,315,2.4,Baja
Bilbao,Sabado,20,Lluvia,2,0,534,6.3,Media
Quevedo,Lunes,18,Nublado,2,0,973,6.8,Media
Alonso Martinez,Viernes,9,Tormenta,8,20,1646,24.6,Alta
Quevedo,Lunes,10,Nublado,9,0,607,4.1,Media
Banco de Espana,Viernes,21,Tormenta,4,0,592,5.0,Baja
Banco de Espana,Sabado,16,Lluvia,7,0,634,5.0,Media
Noviciado,Martes,8,Soleado,6,0,1087,3.9,Media
Plaza de Espana,Domingo,15,Tormenta,6,0,403,6.7,Media
Anton Martin,Martes,12,Soleado,9,0,241,3.5,Baja
Atocha,Domingo,11,Tormenta,8,0,728,6.1,Media
Retiro,Miercoles,17,Nublado,4,0,1211,8.4,Alta
Principe de Vergara,Lunes,19,Soleado,8,0,807,3.8,Media
Atocha,Sabado,19,Tormenta,3,0,722,6.7,Media
Tribunal,Lunes,13,Tormenta,7,5,372,12.9,Alta
Plaza de Espana,Jueves,8,Nublado,6,0,1297,4.0,Alta
Principe de Vergara,Jueves,21,Lluvia,5,0,451,7.6,Media
Alonso Martinez,Domingo,13,Tormenta,9,0,672,6.8,Media
Callao,Lunes,21,Nublado,9,5,278,9.9,Media
Noviciado,Domingo,8,Nublado,9,0,486,3.8,Baja
Banco de Espana,Lunes,17,Nublado,9,0,1263,3.7,Alta
Retiro,Lunes,5,Tormenta,4,0,278,6.5,Media
Opera,Jueves,14,Lluvia,7,0,470,7.0,Media
Plaza de Espana,Domingo,7,Tormenta,4,0,611,5.4,Media
Principe de Vergara,Sabado,15,Nublado,3,10,442,13.6,Alta
Embajadores,Lunes,9,Nublado,10,0,1301,2.1,Alta
Opera,Sabado,19,Lluvia,8,0,592,8.8,Media
Noviciado,Sabado,11,Lluvia,3,0,603,8.4,Media
Quevedo,Jueves,19,Nublado,5,0,1392,3.3,Alta
Quevedo,Viernes,10,Tormenta,9,0,189,7.6,Media
Embajadores,Viernes,7,Nublado,9,0,1057,4.7,Media
Alonso Martinez,Martes,21,Tormenta,6,0,408,6.1,Media
Opera,Lunes,14,Tormenta,3,0,414,5.2,Media
Anton Martin,Sabado,6,Nublado,7,0,322,4.4,Baja
Principe de Vergara,Jueves,18,Lluvia,10,0,1456,7.3,Alta
Banco de Espana,Jueves,6,Tormenta,4,0,465,5.3,Media
Banco de Espana,Martes,10,Tormenta,7,0,667,6.5,Media
Atocha,Jueves,19,Tormenta,6,0,1678,7.1,Alta
Plaza de Espana,Domingo,10,Lluvia,2,0,545,5.6,Media
Callao,Miercoles,23,Soleado,3,0,316,5.0,Baja
Principe Pio,Martes,8,Lluvia,9,0,1525,7.0,Alta
Atocha,Domingo,23,Lluvia,9,0,433,8.0,Media
Alonso Martinez,Domingo,16,Nublado,10,0,444,3.9,Baja
Gran Via,Viernes,11,Soleado,9,0,568,4.1,Baja
Gran Via,Domingo,11,Tormenta,5,10,208,16.9,Alta
Principe de Vergara,Lunes,22,Lluvia,3,0,449,6.9,Media
Anton Martin,Domingo,10,Nublado,5,0,303,2.7,Baja
Alonso Martinez,Sabado,12,Tormenta,7,0,199,8.7,Media
Tribunal,Sabado,19,Tormenta,2,0,296,6.9,Media
Alonso Martinez,Sabado,10,Lluvia,9,0,637,7.1,Media
Tribunal,Jueves,15,Soleado,8,0,609,4.8,Media
Goya,Viernes,19,Lluvia,5,0,1187,6.9,Media
Goya,Miercoles,9,Soleado,7,0,926,4.4,Media
Bilbao,Viernes,11,Soleado,10,0,425,3.8,Baja
Goya,Lunes,9,Nublado,6,0,1210,4.6,Alta
Goya,Domingo,9,Lluvia,2,0,370,6.4,Media
Lago,Lunes,7,Lluvia,7,0,1701,8.8,Alta
Embajadores,Viernes,15,Tormenta,7,0,527,5.7,Media
Retiro,Lunes,22,Tormenta,10,0,517,5.4,Media
Retiro,Viernes,6,Lluvia,9,0,394,6.2,Media
Principe Pio,Jueves,20,Soleado,8,0,589,2.6,Baja
Banco de Espana,Martes,10,Tormenta,3,0,372,5.9,Media
Tribunal,Miercoles,22,Nublado,3,0,471,4.7,Baja
Atocha,Domingo,23,Lluvia,3,0,426,6.1,Media
Gran Via,Martes,9,Lluvia,3,0,1178,10.5,Alta
Retiro,Lunes,13,Soleado,3,0,437,3.7,Baja
Sevilla,Jueves,19,Soleado,8,0,777,3.6,Media
Lago,Sabado,5,Soleado,7,0,700,4.6,Media
Embajadores,Sabado,21,Soleado,5,0,359,5.0,Baja
Lago,Sabado,10,Tormenta,10,0,609,7.7,Media
Quevedo,Jueves,13,Soleado,4,0,217,2.2,Baja
Quevedo,Martes,12,Nublado,6,0,449,3.6,Baja
Gran Via,Martes,15,Tormenta,3,0,435,5.0,Media
Atocha,Viernes,13,Soleado,10,0,433,3.2,Baja
Goya,Viernes,8,Soleado,2,5,1553,14.6,Alta
Gran Via,Miercoles,7,Soleado,8,0,1388,3.9,Alta
Lago,Lunes,15,Soleado,8,5,264,7.8,Media
Callao,Jueves,12,Nublado,7,5,490,7.3,Media
Tribunal,Viernes,16,Nublado,3,0,302,2.3,Baja
Goya,Viernes,15,Nublado,8,0,344,4.6,Baja
Sevilla,Jueves,16,Soleado,10,0,212,4.5,Baja
Principe Pio,Miercoles,19,Tormenta,4,0,1546,8.9,Alta
Callao,Viernes,16,Lluvia,5,0,401,7.0,Media
Bilbao,Miercoles,15,Soleado,8,0,474,3.4,Baja
Gran Via,Viernes,6,Tormenta,2,0,367,4.6,Baja
Principe de Vergara,Martes,9,Soleado,9,0,1774,3.6,Alta
Sevilla,Miercoles,10,Tormenta,5,0,559,6.1,Media
Tribunal,Sabado,12,Tormenta,8,0,282,6.4,Media
Principe de Vergara,Lunes,8,Lluvia,8,0,1572,3.5,Alta
Alonso Martinez,Martes,19,Tormenta,10,0,857,3.3,Media
Noviciado,Lunes,17,Lluvia,3,0,1731,6.7,Alta
Tribunal,Viernes,19,Lluvia,6,0,1211,5.0,Alta
Alonso Martinez,Sabado,9,Lluvia,7,0,358,5.4,Media
Anton Martin,Martes,16,Tormenta,10,0,458,8.8,Media
Noviciado,Miercoles,21,Nublado,6,0,483,4.5,Baja
Principe de Vergara,Miercoles,9,Tormenta,3,0,1404,8.5,Alta
Sol,Jueves,23,Soleado,7,0,409,2.3,Baja
Noviciado,Jueves,22,Tormenta,2,0,361,6.1,Media
Bilbao,Jueves,9,Soleado,9,0,1297,2.7,Alta
Sevilla,Martes,19,Lluvia,5,0,1276,8.2,Alta
Gran Via,Sabado,16,Soleado,8,5,285,8.8,Media
Atocha,Jueves,5,Soleado,3,0,412,4.3,Baja
Opera,Martes,13,Soleado,2,0,425,2.6,Baja
Callao,Martes,5,Tormenta,9,0,509,6.1,Media
Sevilla,Miercoles,23,Tormenta,2,0,533,7.9,Media
Banco de Espana,Miercoles,19,Soleado,10,0,721,3.6,Media
Embajadores,Sabado,6,Tormenta,5,0,537,5.8,Media
Retiro,Lunes,18,Lluvia,4,0,1300,11.5,Alta
Principe Pio,Martes,18,Nublado,7,0,1487,3.1,Alta
Banco de Espana,Martes,5,Tormenta,4,0,291,4.5,Baja
Bilbao,Miercoles,19,Tormenta,5,0,1354,6.4,Alta
Anton Martin,Martes,5,Tormenta,3,10,391,16.0,Alta
Noviciado,Sabado,12,Lluvia,4,5,321,12.0,Alta
Banco de Espana,Jueves,5,Lluvia,6,0,242,7.8,Media
Opera,Viernes,6,Lluvia,6,0,572,5.5,Media
Sevilla,Viernes,10,Nublado,10,0,287,4.6,Baja
Embajadores,Martes,15,Lluvia,2,0,735,5.7,Media
Callao,Domingo,5,Lluvia,2,0,516,5.5,Media
Bilbao,Domingo,6,Soleado,8,0,423,2.7,Baja
Sol,Miercoles,5,Soleado,5,0,610,2.7,Media
Gran Via,Miercoles,21,Tormenta,5,0,381,7.6,Media
Alonso Martinez,Miercoles,8,Nublado,8,0,1448,2.1,Alta
Callao,Martes,18,Tormenta,7,0,1039,7.5,Media
